,DEMAGE,DEMSEX,DEMREL,DEMINC,COV_SHIELD,COV_TRUST_1,COV_TRUST_2,COV_TRUST_3,COV_TRUST_4,COV_TRUST_5,COV_TRUST_6,COV_TRUST_7,COV_TRUST_8,COV_TRUST_9,COV_TRUST_10,COV_TRUST_11,COV_TRUST_12,COV_TRUST_13,DEMREG,DEMEDU,DEMWRK,VAC_DEC,COV_VAC_SELF,COV_KNOWL_1,COV_KNOWL_2,COV_KNOWL_3,COV_KNOWL_4,COV_KNOWL_5,COV_KNOWL_6,COV_KNOWL_7,DREAD,ANX_1,ANX_2,ANX_3,ANX_4,ANX_5,ANX_6,target_1,target_2
14354,29,Female,Muslim,"£15,000 to £24,999",No,National television,Satellite / international television channels,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,Family and friends,0,0,Yorkshire and The Humber,Undergraduate or postgraduate degree,Working full-time,1,2,4.0,3.0,3.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,,1
14355,44,Male,Christian,"£15,000 to £24,999",No,National television,0,0,0,0,0,0,0,0,0,0,0,0,North West,Undergraduate or postgraduate degree,Working full-time,0,2,4.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,,1
14358,62,Female,Christian,"£25,000 to £34,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,Family and friends,0,0,South East,Undergraduate or postgraduate degree,Working part-time,0,1,4.0,4.0,4.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1
14359,19,Male,Atheist or agnostic,"£15,000 to £24,999",No,0,0,0,0,0,0,0,0,0,0,0,0,0,East Midlands,"0-4 GCSE, O-levels, or equivalents",Unemployed,0,3,3.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,,0
14360,65,Female,Atheist or agnostic,"£15,000 to £24,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,Yorkshire and The Humber,Undergraduate or postgraduate degree,Retired,0,1,4.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1
14361,20,Male,Muslim,"£35,000 to £44,999",Yes,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,Greater London,Undergraduate or postgraduate degree,Working full-time,1,3,4.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,0
14362,26,Male,Christian,"Under £15,000",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,West Midlands,Apprenticeship,Unemployed,0,2,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,,1
14363,50,Male,Christian,"£65,000 to £99,999",No,National television,Satellite / international television channels,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,Northern Ireland,2+ A levels or equivalents,Working full-time,1,1,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1
14365,21,Female,Atheist or agnostic,"£15,000 to £24,999",No,0,0,0,0,0,0,Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,North West,Undergraduate or postgraduate degree,Student,0,2,4.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,,1
14366,20,Male,Christian,"£15,000 to £24,999",No,National television,0,0,0,"Social media (Facebook, Twitter, etc)",0,0,0,0,0,0,0,0,North West,Apprenticeship,Working full-time,0,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1
14367,30,Male,Atheist or agnostic,"Under £15,000",No,National television,0,0,0,0,0,0,0,0,0,0,0,0,North West,Undergraduate or postgraduate degree,Working part-time,0,2,4.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,,1
14371,22,Male,Atheist or agnostic,"£45,000 to £54,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,0,0,0,0,0,North West,Undergraduate or postgraduate degree,Working full-time,0,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1
14372,28,Female,Atheist or agnostic,"£25,000 to £34,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,Northern Ireland,"0-4 GCSE, O-levels, or equivalents",Unable to work,0,2,3.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,,1
14375,57,Female,Christian,"£25,000 to £34,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,Scotland,"5+ GCSE, O-levels, 1 A level, or equivalents",Working part-time,0,4,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,0
14380,71,Female,Atheist or agnostic,"£45,000 to £54,999",Yes,National television,0,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,Greater London,Undergraduate or postgraduate degree,Retired,0,1,4.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1
14381,20,Male,Christian,"£15,000 to £24,999",Yes,0,0,Radio,0,0,0,0,0,0,0,0,0,0,East of England,"5+ GCSE, O-levels, 1 A level, or equivalents",Unemployed,0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,1
14382,55,Male,Other,"Under £15,000",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,Northern Ireland,"0-4 GCSE, O-levels, or equivalents",Looking after the home,0,2,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,,1
14388,41,Female,Atheist or agnostic,"£15,000 to £24,999",No,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,Greater London,2+ A levels or equivalents,Working full-time,1,2,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,,1
14389,19,Male,Christian,"Under £15,000",No,0,0,0,0,0,0,0,0,0,The internet or search engines,0,0,0,Northern Ireland,2+ A levels or equivalents,Working full-time,1,1,3.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,1
14390,36,Female,Atheist or agnostic,"£25,000 to £34,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,The internet or search engines,0,0,0,East Midlands,2+ A levels or equivalents,Unable to work,0,1,3.0,4.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1
14394,50,Female,Christian,"£45,000 to £54,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,North West,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,1,1,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1
14395,20,Male,Atheist or agnostic,"£25,000 to £34,999",No,0,0,0,0,0,0,0,0,0,0,0,0,0,Greater London,"5+ GCSE, O-levels, 1 A level, or equivalents",Unemployed,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1
14398,78,Male,Christian,"Under £15,000",Yes,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,South West,Undergraduate or postgraduate degree,Retired,0,2,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,,1
14399,75,Male,Other,"£25,000 to £34,999",No,0,0,0,0,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,The internet or search engines,0,0,0,Scotland,Undergraduate or postgraduate degree,Retired,0,1,1.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1
14402,19,Male,Atheist or agnostic,"£65,000 to £99,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,0,0,0,South East,"5+ GCSE, O-levels, 1 A level, or equivalents",Unemployed,0,1,4.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,1
14405,25,Male,Muslim,"£65,000 to £99,999",No,National television,0,0,0,0,0,0,0,0,0,0,0,0,Greater London,Undergraduate or postgraduate degree,Working full-time,1,3,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,,0
14410,26,Male,Christian,"Under £15,000",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,East Midlands,Undergraduate or postgraduate degree,Working full-time,0,1,4.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,1
14413,25,Female,Christian,"Under £15,000",Yes,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,North West,No academic qualifications,Working full-time,1,2,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,,1
14414,20,Male,Muslim,"£25,000 to £34,999",Yes,National television,0,Radio,0,"Social media (Facebook, Twitter, etc)",0,0,0,0,0,Family and friends,"Work, school, or college",0,Greater London,Undergraduate or postgraduate degree,Working part-time,1,2,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,,1
14415,70,Female,Christian,"£35,000 to £44,999",No,National television,0,0,0,0,0,0,0,0,0,0,0,0,West Midlands,Undergraduate or postgraduate degree,Retired,0,1,4.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1
14416,30,Female,Atheist or agnostic,"£25,000 to £34,999",No,0,0,0,0,0,0,0,0,0,The internet or search engines,0,0,0,Northern Ireland,Undergraduate or postgraduate degree,Working full-time,0,2,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,,1
14418,38,Female,Other,"Under £15,000",No,0,0,0,0,0,0,0,0,0,The internet or search engines,0,0,0,North West,2+ A levels or equivalents,Working part-time,1,3,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,,0
14423,28,Male,Christian,"£35,000 to £44,999",No,0,0,0,0,0,0,Healthcare workers,0,Government websites,0,Family and friends,"Work, school, or college",0,East Midlands,Undergraduate or postgraduate degree,Working full-time,0,2,4.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1
14424,50,Female,Atheist or agnostic,"£15,000 to £24,999",No,National television,0,0,0,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,Northern Ireland,2+ A levels or equivalents,Working part-time,1,1,4.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1
14428,39,Male,Christian,"£55,000 to £64,999",No,0,0,0,0,0,0,Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,East of England,Undergraduate or postgraduate degree,Working full-time,1,3,4.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,,0
14430,73,Male,Christian,"£25,000 to £34,999",No,0,0,Radio,0,0,0,0,0,0,0,0,0,0,Scotland,Apprenticeship,Retired,0,1,3.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1
14431,75,Female,Christian,"Under £15,000",Yes,National television,0,0,0,0,0,0,0,Government websites,The internet or search engines,0,0,0,West Midlands,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,0,1,4.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1
14432,51,Female,Atheist or agnostic,"£25,000 to £34,999",No,0,0,0,0,0,0,0,0,0,0,0,0,Other (please specify),South East,Undergraduate or postgraduate degree,Unable to work,0,2,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,,1
14437,55,Male,Atheist or agnostic,"£65,000 to £99,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,Scotland,Undergraduate or postgraduate degree,Working full-time,1,2,4.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,1
14438,71,Female,Christian,"Under £15,000",Yes,National television,0,0,0,0,0,0,0,0,0,Family and friends,0,0,West Midlands,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1
14439,62,Female,Other,"Under £15,000",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,Family and friends,0,0,South East,"0-4 GCSE, O-levels, or equivalents",Retired,0,1,4.0,4.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,1
14440,65,Male,Christian,"£55,000 to £64,999",No,National television,0,0,Newspapers,0,0,0,0,0,The internet or search engines,0,0,0,Scotland,Undergraduate or postgraduate degree,Working full-time,0,1,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,1
14441,65,Male,Christian,"£25,000 to £34,999",Yes,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,South East,Undergraduate or postgraduate degree,Retired,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1
14442,42,Female,Other,"£25,000 to £34,999",No,0,0,0,0,0,0,0,0,Government websites,0,0,0,0,West Midlands,"5+ GCSE, O-levels, 1 A level, or equivalents",Working part-time,1,3,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,0
14443,32,Female,Christian,"£35,000 to £44,999",No,National television,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,South East,2+ A levels or equivalents,Working full-time,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1
14444,64,Female,Christian,"£65,000 to £99,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,North West,No academic qualifications,Looking after the home,0,1,3.0,3.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1
14446,53,Female,Atheist or agnostic,"Under £15,000",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,South East,"5+ GCSE, O-levels, 1 A level, or equivalents",Working part-time,0,2,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,,1
14450,33,Male,Atheist or agnostic,"£45,000 to £54,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,North West,Undergraduate or postgraduate degree,Working full-time,1,2,3.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1
14452,50,Female,Christian,"£15,000 to £24,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,South West,Undergraduate or postgraduate degree,Working full-time,0,2,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,,1
14457,43,Male,Christian,"Over £100,000",No,National television,Satellite / international television channels,Radio,Newspapers,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,0,0,0,0,0,Greater London,Undergraduate or postgraduate degree,Working full-time,1,1,4.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,1
14458,49,Female,Atheist or agnostic,"£35,000 to £44,999",No,0,0,0,0,0,0,0,International health authorities (such as The World Health Organization),0,0,0,0,0,East of England,Undergraduate or postgraduate degree,Working full-time,1,1,4.0,4.0,3.0,4.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1
14459,67,Female,Christian,"£15,000 to £24,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,North West,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,0,1,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1
14461,70,Female,Christian,"£15,000 to £24,999",No,National television,0,0,0,0,0,0,0,0,The internet or search engines,0,0,0,South East,2+ A levels or equivalents,Retired,0,1,4.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1
14462,72,Female,Atheist or agnostic,"£45,000 to £54,999",Yes,National television,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,South East,Undergraduate or postgraduate degree,Retired,0,1,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1
14463,23,Female,Christian,"Over £100,000",Yes,National television,0,0,0,0,0,0,0,0,0,0,0,0,Scotland,2+ A levels or equivalents,Working full-time,1,2,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,,1
14465,49,Female,Christian,"£65,000 to £99,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,"Work, school, or college",0,Yorkshire and The Humber,Undergraduate or postgraduate degree,Working full-time,1,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1
14469,31,Female,Other,"£45,000 to £54,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,North West,"5+ GCSE, O-levels, 1 A level, or equivalents",Looking after the home,1,1,4.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,1
14470,42,Female,Atheist or agnostic,"£15,000 to £24,999",Yes,National television,Satellite / international television channels,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,East of England,2+ A levels or equivalents,Looking after the home,0,1,3.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1
14471,47,Female,Atheist or agnostic,"£25,000 to £34,999",Yes,National television,0,0,0,0,0,0,0,Government websites,0,Family and friends,0,0,South East,Undergraduate or postgraduate degree,Unable to work,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1
14473,31,Male,Christian,"£15,000 to £24,999",No,0,0,0,0,0,0,0,0,0,0,0,0,Other (please specify),Greater London,2+ A levels or equivalents,Working full-time,0,4,4.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0
14475,61,Male,Christian,"Under £15,000",Yes,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,Yorkshire and The Humber,Apprenticeship,Retired,1,3,3.0,4.0,4.0,3.0,4.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,,0
14477,51,Female,Muslim,"Under £15,000",No,National television,0,0,0,0,0,0,0,0,0,0,0,0,Greater London,Undergraduate or postgraduate degree,Working part-time,0,1,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,1
14478,51,Male,Christian,"£25,000 to £34,999",No,National television,0,0,Newspapers,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,Family and friends,0,0,Yorkshire and The Humber,"0-4 GCSE, O-levels, or equivalents",Working full-time,0,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1
14479,58,Female,Other,"£25,000 to £34,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,North West,2+ A levels or equivalents,Working part-time,0,2,4.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,1
14480,18,Female,Atheist or agnostic,"£35,000 to £44,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,Wales,2+ A levels or equivalents,Student,0,2,4.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1
14481,66,Male,Christian,"£55,000 to £64,999",No,National television,Satellite / international television channels,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,South East,Undergraduate or postgraduate degree,Working part-time,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1
14482,28,Male,Muslim,"Under £15,000",No,0,0,0,0,0,0,0,0,0,0,Family and friends,0,0,Greater London,2+ A levels or equivalents,Working full-time,1,2,2.0,3.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,,1
14483,49,Female,Christian,"£15,000 to £24,999",Yes,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,Yorkshire and The Humber,"0-4 GCSE, O-levels, or equivalents",Looking after the home,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1
14484,47,Female,Atheist or agnostic,"£25,000 to £34,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,Northern Ireland,No academic qualifications,Looking after the home,1,3,3.0,4.0,3.0,4.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,,0
14485,80,Female,Christian,"Under £15,000",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,East Midlands,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,0,3,4.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,,0
14487,19,Male,Atheist or agnostic,"£15,000 to £24,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,West Midlands,2+ A levels or equivalents,Working full-time,0,2,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,,1
14488,34,Female,Christian,"£15,000 to £24,999",No,0,0,0,0,0,0,0,0,0,0,0,0,0,South East,"5+ GCSE, O-levels, 1 A level, or equivalents",Looking after the home,1,4,4.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,0.0,0
14489,52,Female,Christian,"£65,000 to £99,999",No,0,0,0,0,0,0,Healthcare workers,0,0,0,0,0,0,North West,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,0,3,4.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,,0
14493,18,Male,Atheist or agnostic,"Under £15,000",No,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,South West,"5+ GCSE, O-levels, 1 A level, or equivalents",Working part-time,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1
14494,80,Male,Christian,"£25,000 to £34,999",No,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,South West,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,0,1,4.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1
14498,25,Female,Other,"£35,000 to £44,999",No,National television,0,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,Yorkshire and The Humber,Undergraduate or postgraduate degree,Working full-time,0,2,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,,1
14499,47,Male,Atheist or agnostic,"Under £15,000",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,The internet or search engines,0,0,0,South East,"5+ GCSE, O-levels, 1 A level, or equivalents",Unemployed,0,1,3.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1
14500,60,Female,Christian,"£45,000 to £54,999",No,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,0,0,0,0,0,West Midlands,Undergraduate or postgraduate degree,Working full-time,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1
14501,66,Female,Christian,"£25,000 to £34,999",Yes,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,South East,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,0,2,4.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,,1
