,COV_DOSE,COV_DOSE_2,COV_KNOWL_1,COV_KNOWL_2,COV_KNOWL_3,COV_KNOWL_4,COV_KNOWL_5,COV_KNOWL_6,COV_KNOWL_7,VAC_PASS_INT,ANX_1,ANX_2,ANX_3,ANX_4,ANX_5,ANX_6,DEMAGE,DREAD,DEMREG,DEMSEX,DEMEDU,DEMWRK,DEMREL,DEMINC,COV_INV,DEMNHS,COV_SHIELD,VAC_DEC,Q71,MIST_1,MIST_2,MIST_3,MIST_4,MIST_5,MIST_6,MIST_7,MIST_8,MIST_9,MIST_10,MIST_11,MIST_12,MIST_13,MIST_14,MIST_15,MIST_16,MIST_17,MIST_18,MIST_19,MIST_20,COV_TRUST_1,COV_TRUST_2,COV_TRUST_3,COV_TRUST_4,COV_TRUST_5,COV_TRUST_6,COV_TRUST_7,COV_TRUST_8,COV_TRUST_9,COV_TRUST_10,COV_TRUST_11,COV_TRUST_12,COV_TRUST_13,intention,VAC_PASS_1,VAC_PASS_2,VAC_PASS_3,VAC_PASS_4,VAC_PASS_5,VAC_PASS_6,VAC_PASS_7,VAC_PASS_UK,intenttarget_1,intenttarget_2,uptaketarget
13664,2,,4,4,4,4,4,3,1,3.0,3,1,1,3,2,1,71,1,West Midlands,Male,Undergraduate or postgraduate degree,Retired,Atheist or agnostic,"£35,000 to £44,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,National television,0,0,Newspapers,0,0,0,0,0,0,0,0,0,,1,1,5,5,5,5,2,3,,,1.0
13666,1,1,4,4,4,4,4,4,1,3.0,2,2,2,2,1,2,67,1,West Midlands,Male,Undergraduate or postgraduate degree,Working part-time,Atheist or agnostic,"£15,000 to £24,999",Yes,No,No,0,Liberal Democrat,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Real,Real,Real,Fake,Real,Real,Real,Real,Fake,Real,National television,0,0,Newspapers,0,0,0,0,0,0,0,0,0,,3,3,5,5,5,5,4,3,,,1.0
13668,1,1,4,4,4,4,4,1,1,5.0,2,1,1,2,2,2,72,4,South East,Male,Undergraduate or postgraduate degree,Working full-time,Christian,"Over £100,000",Yes,No,Yes,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Real,Real,Real,Fake,Fake,Real,National television,0,0,Newspapers,0,0,0,0,0,0,0,0,0,,1,1,5,5,5,5,5,5,,,1.0
13669,1,1,4,4,4,4,4,1,1,2.0,3,1,1,3,3,1,68,1,South East,Male,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,Atheist or agnostic,"£35,000 to £44,999",Yes,No,No,0,Liberal Democrat,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Real,Real,Real,Real,Real,Real,National television,0,Radio,Newspapers,0,0,0,0,0,0,0,0,0,,4,4,1,1,3,2,2,1,,,1.0
13672,3,,3,3,4,4,4,4,3,3.0,3,2,1,3,3,2,20,3,Greater London,Male,2+ A levels or equivalents,Student,Christian,"£65,000 to £99,999",Yes,No,No,0,Labour,Real,Real,Fake,Real,Fake,Real,Fake,Real,Fake,Fake,Real,Real,Real,Real,Real,Real,Fake,Real,Real,Real,0,0,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,0,0,0,0,0,1.0,4,5,3,5,4,5,4,4,1.0,1.0,0.0
13674,1,1,4,4,4,4,4,4,1,5.0,3,2,3,1,3,3,69,4,Northern Ireland,Male,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,Christian,"Under £15,000",Yes,No,Yes,0,Other/Not eligible,Real,Real,Real,Real,Real,Fake,Real,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Real,Real,Fake,Real,Fake,National television,0,0,0,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,Family and friends,0,0,,4,1,3,3,5,4,2,5,,,1.0
13675,2,,4,4,4,4,3,2,1,5.0,2,1,2,2,2,2,79,2,Northern Ireland,Male,Undergraduate or postgraduate degree,Retired,Christian,"£35,000 to £44,999",Yes,No,Yes,0,Other/Not eligible,Fake,Real,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,National television,0,Radio,0,0,0,0,0,0,0,0,0,0,,2,2,5,4,3,5,5,5,,,1.0
13678,2,,4,4,4,4,2,4,1,4.0,3,1,3,3,3,1,42,2,North West,Female,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,Christian,"£45,000 to £54,999",Yes,No,No,0,Labour,Fake,Fake,Fake,Real,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Real,Real,Fake,Real,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,,3,3,3,4,4,4,4,4,,,1.0
13679,1,1,4,4,3,4,4,3,1,5.0,3,1,1,2,2,1,68,2,Greater London,Male,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,Atheist or agnostic,"£25,000 to £34,999",Yes,No,No,0,Labour,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Fake,Real,Real,Real,Real,National television,0,0,Newspapers,0,0,0,0,0,0,0,0,0,,2,2,5,4,4,4,2,4,,,1.0
13681,,,4,4,4,4,4,3,1,5.0,2,2,1,2,2,3,25,4,South West,Female,Undergraduate or postgraduate degree,Working part-time,Muslim,"Under £15,000",No,No,Yes,1,Conservative,Fake,Real,Fake,Fake,Fake,Fake,Real,Fake,Real,Fake,Real,Real,Fake,Real,Fake,Fake,Real,Real,Real,Fake,0,0,0,Newspapers,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,Government websites,The internet or search engines,0,0,0,1.0,5,5,5,5,5,5,5,5,1.0,1.0,
13682,1,1,3,4,4,4,3,1,1,3.0,3,1,1,3,3,1,74,1,South East,Male,Undergraduate or postgraduate degree,Retired,Atheist or agnostic,"£25,000 to £34,999",Yes,No,No,0,Conservative,Fake,Fake,Real,Fake,Fake,Real,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Real,Fake,Real,Fake,Real,Real,0,0,Radio,Newspapers,0,0,0,0,0,0,0,0,0,,1,3,3,4,4,2,5,3,,,1.0
13684,1,1,4,4,4,4,4,4,4,5.0,2,3,3,2,2,3,68,3,North East,Male,Undergraduate or postgraduate degree,Working full-time,Christian,"£45,000 to £54,999",Yes,No,No,1,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,National television,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,,5,1,5,5,5,5,5,5,,,1.0
13686,1,1,4,4,4,4,4,4,1,5.0,3,2,1,2,2,3,70,2,West Midlands,Male,Undergraduate or postgraduate degree,Retired,Atheist or agnostic,"£35,000 to £44,999",Yes,No,Yes,0,Conservative,Real,Fake,Fake,Real,Real,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Fake,Real,National television,0,Radio,0,0,0,0,0,Government websites,0,0,0,0,,1,1,5,5,5,5,5,5,,,1.0
13687,,,4,3,3,2,3,2,1,2.0,2,2,2,2,2,2,19,3,South East,Male,"0-4 GCSE, O-levels, or equivalents",Working full-time,Atheist or agnostic,"£45,000 to £54,999",No,No,No,0,Liberal Democrat,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,1.0,1,1,3,1,1,2,1,2,1.0,1.0,
13689,1,1,4,4,4,4,4,3,1,5.0,3,2,1,2,2,1,65,1,South West,Male,Apprenticeship,Working full-time,Christian,"£25,000 to £34,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Real,Real,Real,National television,0,Radio,Newspapers,0,0,0,0,0,0,0,0,0,,2,5,2,2,3,4,4,4,,,1.0
13690,1,1,4,4,4,4,3,4,1,1.0,1,3,2,1,1,3,74,2,North West,Male,"0-4 GCSE, O-levels, or equivalents",Working part-time,Christian,"£15,000 to £24,999",Yes,No,Yes,0,Conservative,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,National television,Satellite / international television channels,0,0,0,0,0,0,0,0,0,0,0,,1,1,5,5,5,5,5,5,,,1.0
13693,1,1,4,4,4,4,4,4,4,5.0,3,2,1,2,2,1,65,3,North West,Female,Other,Retired,Christian,"Under £15,000",Yes,No,Yes,0,Labour,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,0,0,0,0,0,0,Healthcare workers,0,0,0,0,0,0,,5,1,5,5,3,5,5,5,,,1.0
13696,,,3,3,3,2,3,3,1,5.0,3,1,1,3,2,1,42,1,North East,Male,Undergraduate or postgraduate degree,Working full-time,Atheist or agnostic,"£35,000 to £44,999",No,No,No,1,Labour,Real,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Real,Real,Fake,Real,Fake,Real,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,0,0,0,0,0,1.0,5,5,1,1,1,1,1,5,1.0,1.0,
13700,3,,2,4,3,4,4,2,1,3.0,3,1,1,3,2,1,70,1,Greater London,Male,Undergraduate or postgraduate degree,Working full-time,Christian,"£25,000 to £34,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Real,Real,Real,National television,0,0,Newspapers,0,0,0,0,0,0,0,"Work, school, or college",0,3.0,4,5,1,1,1,1,5,1,,0.0,0.0
13703,,,4,4,4,4,3,2,1,3.0,2,2,3,2,2,3,27,3,Yorkshire and The Humber,Male,Undergraduate or postgraduate degree,Working part-time,Other,"£15,000 to £24,999",No,No,Yes,1,Other/Not eligible,Fake,Real,Real,Fake,Fake,Real,Fake,Real,Fake,Real,Fake,Real,Fake,Real,Fake,Fake,Real,Real,Real,Real,0,0,Radio,0,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,The internet or search engines,0,0,0,1.0,3,3,4,2,3,4,3,2,1.0,1.0,
13704,1,1,4,3,3,4,4,3,1,5.0,3,1,1,3,3,1,72,2,Yorkshire and The Humber,Male,Undergraduate or postgraduate degree,Retired,Christian,"£15,000 to £24,999",Yes,No,No,0,Conservative,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Real,Real,Real,Real,Real,Real,National television,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,5,5,5,5,5,5,,,1.0
13707,1,1,4,4,4,4,3,1,1,5.0,2,2,2,2,2,2,66,2,Yorkshire and The Humber,Male,No academic qualifications,Retired,Christian,"Under £15,000",Yes,No,No,0,Conservative,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Real,Fake,Fake,National television,0,0,0,0,0,0,0,Government websites,0,0,0,0,,3,1,3,3,1,5,3,3,,,1.0
13709,1,1,4,4,4,3,3,1,1,5.0,2,2,1,2,2,2,74,2,East of England,Male,2+ A levels or equivalents,Retired,Christian,"£25,000 to £34,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Real,Real,Real,Fake,Real,National television,0,0,0,0,0,0,0,0,The internet or search engines,0,0,0,,2,2,3,4,4,5,2,5,,,1.0
13710,1,1,4,4,4,3,2,3,1,3.0,2,2,2,2,2,3,45,3,South East,Male,Undergraduate or postgraduate degree,Working full-time,Atheist or agnostic,"£65,000 to £99,999",Yes,No,No,1,Labour,Fake,Fake,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Fake,Real,Real,0,0,0,0,"Social media (Facebook, Twitter, etc)",0,0,0,Government websites,The internet or search engines,0,0,0,,2,3,3,4,4,3,3,3,,,1.0
13712,2,,3,3,3,4,3,4,1,1.0,3,1,1,3,3,1,82,1,Yorkshire and The Humber,Male,Undergraduate or postgraduate degree,Retired,Christian,"£25,000 to £34,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,National television,0,0,Newspapers,0,0,0,0,0,0,0,0,0,,1,1,5,1,5,4,1,3,,,1.0
13713,1,1,4,4,4,4,4,4,1,3.0,3,1,1,3,3,1,34,2,Greater London,Female,Undergraduate or postgraduate degree,Working full-time,Muslim,"£55,000 to £64,999",Yes,Yes,Yes,1,Labour,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Real,Fake,Real,Real,Real,Real,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,,4,3,4,1,1,4,1,3,,,1.0
13714,,,3,4,4,3,3,3,2,4.0,3,2,2,3,3,1,30,2,East of England,Male,Undergraduate or postgraduate degree,Working full-time,Christian,"£25,000 to £34,999",No,No,No,1,Green Party,Real,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Real,Real,Fake,Real,Real,Real,Real,Fake,Real,Real,0,Satellite / international television channels,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,Family and friends,0,0,2.0,4,5,2,2,2,2,4,4,,1.0,
13715,1,1,3,3,3,4,3,3,1,3.0,2,2,2,2,2,2,24,3,North West,Female,Apprenticeship,Working full-time,Christian,"£25,000 to £34,999",Yes,No,No,0,Labour,Real,Real,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Fake,Real,Real,Real,Real,Fake,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,,4,2,4,4,4,4,4,3,,,1.0
13718,3,,4,4,4,3,4,2,2,5.0,3,2,3,3,2,3,34,3,North West,Male,Undergraduate or postgraduate degree,Working full-time,Christian,"£25,000 to £34,999",Yes,Yes,No,1,Labour,Real,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,Government websites,0,0,0,0,2.0,4,2,2,2,2,3,4,5,,1.0,0.0
13721,,,4,4,4,3,4,2,1,3.0,3,1,1,3,3,1,38,2,North West,Male,Undergraduate or postgraduate degree,Working full-time,Atheist or agnostic,"£65,000 to £99,999",No,No,No,1,Liberal Democrat,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Real,Fake,Fake,Real,Real,Fake,0,0,0,0,0,0,Healthcare workers,0,Government websites,0,Family and friends,0,0,1.0,3,2,4,4,3,3,3,3,1.0,1.0,
13722,1,1,4,4,4,4,3,2,1,3.0,3,1,1,3,2,1,72,1,South East,Male,2+ A levels or equivalents,Retired,Atheist or agnostic,"£15,000 to £24,999",Yes,No,No,0,Labour,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,National television,0,Radio,Newspapers,0,0,0,0,0,0,0,0,0,,2,4,2,4,4,4,2,3,,,1.0
13724,1,1,4,4,4,4,3,1,1,3.0,3,1,1,3,3,1,68,1,West Midlands,Male,Undergraduate or postgraduate degree,Working part-time,Other,"£55,000 to £64,999",Yes,No,No,1,Green Party,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Real,Fake,Real,Real,Real,Fake,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,,4,3,1,2,1,1,4,3,,,1.0
13727,1,1,4,4,4,4,4,4,1,5.0,3,1,1,3,3,1,69,4,East of England,Male,"0-4 GCSE, O-levels, or equivalents",Retired,Christian,"Under £15,000",Yes,No,Yes,0,Conservative,Real,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Fake,Real,Fake,Fake,Real,National television,Satellite / international television channels,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,The internet or search engines,0,0,0,,1,1,5,5,5,5,5,5,,,1.0
13728,2,,4,3,4,3,3,2,1,3.0,2,1,1,2,1,1,72,1,North West,Male,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,Christian,"£25,000 to £34,999",Yes,No,No,0,Local independent,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Real,Real,Fake,Real,Real,National television,0,0,Newspapers,0,0,0,0,0,0,0,0,0,,1,1,5,4,5,5,3,3,,,1.0
13729,2,,4,4,4,4,3,3,2,5.0,3,2,1,3,3,2,70,2,North West,Male,Undergraduate or postgraduate degree,Working part-time,Christian,"£45,000 to £54,999",Yes,No,No,0,Conservative,Fake,Fake,Real,Fake,Fake,Fake,Real,Fake,Fake,Fake,Real,Fake,Real,Fake,Real,Fake,Real,Real,Fake,Real,National television,0,0,0,0,0,Healthcare workers,0,0,0,0,0,0,,2,2,4,4,4,5,4,5,,,1.0
13731,1,1,4,4,4,4,3,2,1,3.0,3,1,1,3,2,1,65,1,North West,Male,Undergraduate or postgraduate degree,Retired,Christian,"£15,000 to £24,999",Yes,No,No,0,Liberal Democrat,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Real,Real,Real,Real,Real,Real,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,,1,3,3,5,5,4,2,3,,,1.0
13732,1,1,4,3,3,4,3,3,1,5.0,2,1,1,2,2,1,66,2,North West,Female,"0-4 GCSE, O-levels, or equivalents",Retired,Christian,"£15,000 to £24,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Real,Fake,Fake,Real,Real,National television,Satellite / international television channels,0,0,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,,3,3,3,3,3,4,3,5,,,1.0
13735,2,,4,4,4,4,4,4,1,5.0,2,2,3,2,2,2,66,3,West Midlands,Male,Apprenticeship,Unemployed,Atheist or agnostic,"£25,000 to £34,999",Yes,No,Yes,0,Liberal Democrat,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Fake,Real,Fake,Real,National television,0,Radio,0,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,The internet or search engines,0,0,0,,1,1,5,5,5,5,1,5,,,1.0
13737,1,1,4,4,4,4,3,4,2,5.0,3,2,1,3,2,2,65,2,East of England,Male,Other,Retired,Christian,"Under £15,000",Yes,No,No,0,Conservative,Fake,Real,Fake,Real,Fake,Fake,Real,Fake,Real,Fake,Real,Fake,Real,Fake,Real,Real,Real,Fake,Real,Real,National television,0,0,Newspapers,0,0,0,0,Government websites,0,Family and friends,0,0,,3,1,5,5,5,5,4,5,,,1.0
13738,2,,4,4,4,4,3,4,1,5.0,3,1,1,3,3,2,78,2,South West,Male,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,Christian,"£25,000 to £34,999",Yes,No,Yes,0,Conservative,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Real,Real,Real,Real,Real,Fake,National television,0,Radio,0,0,0,0,0,0,0,0,0,Other (please specify),,1,3,4,3,3,4,2,5,,,1.0
13742,,,3,3,3,3,3,3,1,3.0,2,2,2,2,2,2,24,3,East Midlands,Female,Undergraduate or postgraduate degree,Student,Atheist or agnostic,"£25,000 to £34,999",No,No,No,0,Labour,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Real,Real,Fake,Real,Fake,Fake,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,Family and friends,"Work, school, or college",0,1.0,3,2,4,1,1,3,2,3,1.0,1.0,
13745,2,,4,4,4,4,4,1,1,5.0,3,1,1,3,3,1,68,2,West Midlands,Male,Other,Working full-time,Christian,"£65,000 to £99,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Real,Real,Real,Real,National television,0,0,Newspapers,0,0,Healthcare workers,0,Government websites,0,Family and friends,0,0,,1,1,5,5,5,5,5,5,,,1.0
13747,1,1,4,4,4,4,4,1,1,5.0,1,3,3,1,1,3,70,4,Northern Ireland,Female,2+ A levels or equivalents,Retired,Christian,"£35,000 to £44,999",Yes,No,No,0,Other/Not eligible,Real,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Fake,Real,Real,Real,Real,National television,Satellite / international television channels,Radio,Newspapers,0,0,0,0,0,The internet or search engines,0,0,0,,1,1,5,5,5,5,5,5,,,1.0
13748,1,1,4,4,4,4,4,4,3,2.0,2,2,2,3,3,3,26,4,Greater London,Male,2+ A levels or equivalents,Working full-time,Christian,"£15,000 to £24,999",Yes,Yes,Yes,1,Other/Not eligible,Fake,Real,Real,Real,Fake,Real,Real,Real,Fake,Fake,Real,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,0,0,0,Newspapers,0,0,0,0,0,0,0,0,0,,5,5,5,5,5,5,4,4,,,1.0
13751,1,1,4,4,4,4,4,4,1,5.0,3,1,1,2,2,1,67,1,Yorkshire and The Humber,Male,"0-4 GCSE, O-levels, or equivalents",Retired,Atheist or agnostic,"£15,000 to £24,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Real,Real,Real,Real,Real,Real,National television,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,The internet or search engines,0,0,0,,1,1,5,5,5,5,4,5,,,1.0
13752,1,1,4,4,4,4,3,3,1,4.0,3,1,1,2,2,2,71,3,South East,Male,Undergraduate or postgraduate degree,Retired,Atheist or agnostic,"£25,000 to £34,999",Yes,No,Yes,0,Labour,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Real,Fake,Real,Real,Real,Real,National television,0,Radio,Newspapers,0,0,Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,,4,3,4,4,4,4,4,3,,,1.0
13753,,,4,4,4,4,4,3,1,3.0,2,1,1,2,1,1,24,2,North East,Male,Undergraduate or postgraduate degree,Working full-time,Atheist or agnostic,"£15,000 to £24,999",No,No,No,0,Labour,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Real,Fake,Fake,Real,Real,Real,Real,0,0,0,0,"Social media (Facebook, Twitter, etc)",0,0,0,0,The internet or search engines,0,0,0,1.0,1,1,5,5,5,5,5,5,1.0,1.0,
13754,1,1,4,4,4,4,4,3,1,5.0,2,2,2,2,2,2,68,3,South East,Male,"5+ GCSE, O-levels, 1 A level, or equivalents",Working part-time,Atheist or agnostic,"£35,000 to £44,999",Yes,No,No,0,Green Party,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Fake,Real,Real,Real,Real,National television,Satellite / international television channels,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,,1,1,5,5,5,5,5,5,,,1.0
13755,2,,4,4,4,4,4,4,1,5.0,2,2,1,2,2,2,68,3,North West,Male,Apprenticeship,Working full-time,Christian,"£55,000 to £64,999",Yes,No,No,0,Conservative,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Real,Fake,Real,Real,Real,Real,National television,0,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,Family and friends,0,0,,2,2,5,5,5,4,3,5,,,1.0
13756,2,,4,4,4,4,4,1,1,5.0,3,2,1,3,3,2,70,3,West Midlands,Male,Undergraduate or postgraduate degree,Retired,Christian,"£25,000 to £34,999",Yes,No,Yes,1,Liberal Democrat,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,National television,Satellite / international television channels,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,Family and friends,0,0,,3,3,5,3,3,4,5,5,,,1.0
13757,2,,4,4,4,4,4,2,1,4.0,3,1,1,3,3,1,68,1,Northern Ireland,Male,Undergraduate or postgraduate degree,Working part-time,Christian,"£65,000 to £99,999",Yes,No,Yes,0,Other/Not eligible,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Real,Real,Real,Real,Fake,0,Satellite / international television channels,0,0,0,0,0,0,0,0,0,0,0,,1,2,5,4,5,5,4,3,,,1.0
13761,1,1,4,4,4,4,3,3,1,5.0,3,1,1,3,2,1,71,2,Yorkshire and The Humber,Male,Undergraduate or postgraduate degree,Retired,Atheist or agnostic,"£35,000 to £44,999",Yes,No,No,0,Labour,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Fake,Real,Real,Real,Real,National television,Satellite / international television channels,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,,1,1,5,5,5,5,4,5,,,1.0
13762,1,1,4,4,4,4,2,2,1,3.0,3,1,1,3,3,2,80,3,North West,Male,Undergraduate or postgraduate degree,Retired,Christian,"£45,000 to £54,999",Yes,No,No,0,Liberal Democrat,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Fake,Real,Fake,Real,National television,Satellite / international television channels,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,,5,5,2,4,4,2,2,3,,,1.0
13763,2,,4,4,4,4,4,4,4,5.0,3,2,3,3,2,3,76,4,Greater London,Male,Apprenticeship,Working part-time,Christian,"£25,000 to £34,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,0,0,0,0,0,0,Healthcare workers,0,Government websites,The internet or search engines,0,0,0,,5,1,1,5,1,5,5,5,,,1.0
